,Title,Author,Call_Number,Year,Type,Subject
1889, Memorial de Damian de Oliuares para aclarar mas la cuenta del que hizo a 27 de Iulio de 1620 para la junta que su Magestad ... nombró. Y para responder a algunas dudas a este vltimo que hizo a veinte y cuatro de Octubre deste presente año de 1621 dirigido al ... Señor Conde de Oliuares,"Olivares, Damián de",R/37064(1),1621,Monographs,comercio
1890," Memorial del pleyto que Iuan Maria Cabana, Iuan Baptista y Otauio Balbi, Iuan Baptista de San Iulian, Horacio Peirano, Ludouico Dini, Ambrosio Piñon, y Pedro de la Peña tratan con El señor Fiscal y Gaspar Rodriguez Cortes con quien se començo este pleito, y Diego Fernandez de Cordoua defensor de sus bienes, con quien se prosiguio, sobre La paga de los debitos de la tienda de la puerta de Guadalaxara","Cabana, Juan María",PORCONES/493(10),1620,Monographs,comercio
1891," Por el Doc.r Don Feliciano de la Cueua Valladares, Cauallero de la Orden de Alcantara, Canonigo de la Santa Iglesia de Malaga. En el pleito con Rodrigo Elers. Sobre La paga de siete mil trecientos y nouenta y seis reales de vellon","Cueva Valladares, Feliciano de la",PORCONES/480(22),1620,Monographs,comercio
1892," Memorial del licenciado Hieronymo de Zeuallos regidor de la imperial ciudad de Toledo y su comissario para suplicar a su Magestad del Rey Nuestro Señor que se prohiua la entrada de las mercadurias labradas fuera del Reyno y la salida de las lanas y materiales en que se han de ocupar y trabajar los naturales : dirigido al illustrissimo señor Don Fernando de Aceuedo, Presidente de Castilla y Arçobispo de Burgos","Zeballos, Jerónimo de 1560-1644",VE/1544/26,1620,Monographs,comercio
1893," Memorial del hecho del pleyto que tratan los cargadores de lanas de Seuilla. Contra la ciudad de Seuilla, por el impuesto del quarto por ciento. Y contra la dicha ciudad de Seuilla, por el impuesto del medio por ciento. Y contra el Consulado de los mercaderes, por el tercio por ciento. Y el señor Fiscal, que coadjuua los derechos de Seuilla",Sevilla Ayuntamiento,PORCONES/294(14),1620,Monographs,comercio
1894," Adicion al memorial del pleyto que el señor Fiscal trata co[n] la ciudad de Seuilla, sobre el alcauala del pan en grano, que se vende en la alhondiga de la dicha ciudad",España Consejo de Hacienda,PORCONES/237(19),1619,Monographs,comercio
1895," Ordenanças para remedio de los daños, e inconuenientes, que se siguen de los descaminos, y arribadas maliciosas de los nauios que nauegan a las Indias Ocidentales",España,R/8086,1619,Monographs,comercio
1896," Señor, Tomas de Cardona desseoso del Seruicio de V.M. y del bien publico, y restauracion destos Reynos (reconociendo su obligacion de bueno y fiel vassallo) presento ante V.M. el año passado de 1615 la proposicion siguiente","Cardona, Tomás de",R.MICRO/23894,1619,Monographs,comercio
1898," Por Iuan Fernandez Nogales, y consortes, vezinos de la villa de Piedrahita. Con Francisco Diaz, y Marcos Fernandez Moreno, y demas consortes, denunciadores, y el Duque de Alua que ha salido a la causa ... : Auiendo Francisco Diaz, y consortes, que son veedores del oficio de peyne, y carda, y del oficio de texer, y batanar, y de la percha","Fernández Nogales, Juan",PORCONES/1461/21,1618,Monographs,comercio
1899," Por los corredores de lonja y mercaderias. Con los corredores de cambios y negocios. Sobre que se bueluan a la Camara los papeles en que se les hizo merced a los corredores de lonja, de mandar a los de cambios no corriessen mercaderias, y lo demas contenido en el decreto",NA,PORCONES/18/63,1618,Monographs,comercio
1900," Respuesta de la Villa de San Sebastian, a la informacion dada por la villa de Renteria, en el pleyto sobre El vso y comercio, y libre trato que la dicha villa de Renteria pretende ha de auer en el puerto de Passage",San Sebastián Ayuntamiento,PORCONES/514(79),1617,Monographs,comercio
1901," Por El Defensor y Acreedores y Fiscal de la comission de Gaspar Rodriguez Cortes. Con Iuan Bautista, y Octauio Balbi, y consortes Acreedores de Pedro de la Peña",España Consejo de Hacienda,PORCONES/493(12),1617,Monographs,comercio
1902," Por los hiios, y herederos del Doctor Bernardino Granja. Con El señor Fiscal, y los arrendadores de los derechos de Valencia",España Consejo de Hacienda demandado,PORCONES/326(72),1617,Monographs,comercio
1903," Por los hiios menores y herederos del Doctor Bernardino Granja. Con el Procurador patrimonial, y los arrendadores de los derechos Reales del Reyno de Valencia : El Procurador Patrimonial, y los arrendadores, pretenden, que tienen prouado la fraude de vna partida de seda que dizen se sacò del Reyno de Valencia, sin pagar los derechos Reales",Valencia (Reino) Procurador Fiscal de la Real Visita demandado,PORCONES/1428/26,1617,Monographs,comercio
1904," Memorial del pleyto que el señor Fiscal trata con la ciudad de Seuilla, sobre que pretende el señor Fiscal se ha de pagar alcauala del pan en grano que se vende en el alhondiga de la dicha ciudad. La Dicha ciudad de Seuilla pretende ha de ser dada por libre, declarando ser franca la dicha su alhondiga, y todas las personas que en ella ve[n]dieren trigo, y semillas, amparandola en la possession, tiulo, y priuilegio, y confirmaciones del que tiene",España Consejo de Hacienda,PORCONES/237(20),1617,Monographs,comercio
1905," Por la Villa de Renteria. Con La Villa de Sansebastian. Sobre El comercio libre, y jurisdicion del Puerto del Passage",Villa de Rentería Concejo,PORCONES/514(84),1616,Monographs,comercio
1906," Por la Villa de San Sebastian. Con la Villa de Renteria. Sobre El vso, comercio, y libre trato que la dicha villa de Renteria pretende ha de auer en el Puerto de passaje",San Sebastián Ayuntamiento,PORCONES/514(78),1616,Monographs,comercio
1907," Por Ludouico Dini. Con el señor Fiscal : En la querella, que por el Fisco se dio contra Ludouico Dini, que està en el memorial fol. 7. &amp; 8. se le culpa de auer sacado del Reyno cinco partidas de moneda, y en la generalidad se comprehendio otra, aũque no está expressada en la acusacion","Dini, Ludovico",PORCONES/1442/45,1616,Monographs,comercio
1908," Por el Capitan Iuan Gomez Maldonado. Con el señor Fiscal : Pretende ... confirmar la sentencia que ... dierõ en su fauor los juezes de la casa de la Contrataciõ de las Indias, de la ciudad de Seuilla, por la qual le absoluieron de la denunciaciõ de las veynte y dos piezas de mercaderias, y que le fuessen bueltas y restituydas","Gómez Maldonado, Juan",PORCONES/1390/2,1616,Monographs,comercio
1909, Por la villa de Sansebastian. Con la Villa de Renteria. Sobre el trato libre del puerto del Passaje,San Sebastián Ayuntamiento,PORCONES/327(9),1616,Monographs,comercio
1910," Por Pedro Gutierez vezino de la villa de Coyn, en el pleyto con Luis Delgado Tristan, y otros acreedores de Christoual Nulan Ingles, se pretende que la sentencia del alcalde mayor de Malaga de graduacion de los dichos acreedores se à de confirmar, por la qual le mando entregar a el dicho Pedro Gutierrez 200 cargas de pasa marcadas con la letra C de almagra, y en su defeto el precio en que fueron vendidas, sin que esta partida entre en el concurso de los acreedores","Gutierrez, Pedro S. XVII",PORCONES/224(16),1616,Monographs,comercio
1911," Memorial del pleyto que es entre la villa de Guadalcanal. Con El Doctor Guillen de Ortega, y otros vezinos de la dicha villa. Sobre Que no metan vino, ni uba en la dicha villa de fuera del termino della",Guadalcanal (Sevilla),PORCONES/1412/6,1616,Monographs,comercio
1912," El Rey, por Quanto por cedula mia fecha a dos de Otubre del año passado de 608, ordenê, y mandê, que ningun estrangero destos mis Reynos pudiesse tratar, ni contratar en las Indias, sino fuesse los q̄ para ello tuuiessen particular licencia y facultad mia",España,VE/195/11,1616,Monographs,comercio
1913, Por el capitā Gaspar de Vera Maldonado. Con Francisco Hernandez Valderas,"Vera Maldonado, Gaspar de",PORCONES/164(38),1614,Monographs,comercio
1914," Por Don Diego Hurtado de Mendoza, Vizconde de la Corçana, como marido, y conjunta persona de doña Maria Ruiz de Vergara. Con el Licenciado Manuel Mendez de Castro, como marido de Doña Leonor de los Reyes","Hurtado de Mendoza, Diego Conde de La Corzana 1571-1639",PORCONES/1469/22,1614,Monographs,comercio
1915," Por los mercaderes de lanas de la ciudad de Seuila. Con el señor Fiscal, y la dicha ciudad, y el Consulado de la vniuersidad de los mercaderes. Supuesto el memorial del hecho q[ue] se ha dado al Consejo, la pretension de los dichos cargadores de lanas, es que las nueuas imposiciones sobre que se litiga, no se han de cobrar",Sevilla Ayuntamiento,PORCONES/294(17),1614,Monographs,comercio
1916," Por Antonio de Nauacerrada Bonifaz, Regidor de la ciudad de Segouia. Con Lelio Deodati : Lelio Deodati Assegurò à Antonio de Nauacerrada todas las lanas q̃ remitiesse a los Bombises de Venecia","Navacerrada Bonifaz, Antonio de",PORCONES/476(17),1613,Monographs,comercio
1917," Por la ciudad de Palencia y los mercaderes de paños, y mantas della, con El Licenciado Iuan Barco Osorio",Palencia,PORCONES/410(2),1613,Monographs,comercio
1918," Por Lelio Deodati. Con Antonio de Nauacerrada. Sobre I quento 158 [mil] 535 marauedis que el dicho Antonio de Nauacerrada ha puesto por demanda al dicho Lelio Deodati, el qual le pide por reconuencion 12 [mil] reales que le prestò","Deodati, Lelio",PORCONES/476(16),1613,Monographs,comercio
1919," Por La Ciudad de Badajoz. Con El Lugar de Talauera, que es de la juridicion de la misma Ciudad : pretende La dicha Ciudad, que se ha de confirmar la sentencia de vista del Consejo, en quanto por ella se reuocò la sentencia dada por el Doctor Mendiola Alcalde mayor de la dicha Ciudad, y mandò que ciertos vezinos del dicho lugar pagassen el alcabala de cierto trigo que vendieron en la dicha Ciudad",Badajoz,PORCONES/294(12),1612,Monographs,comercio
1920," El Rey, Por Quanto el Rey mi señor que aya gloria, a instancia y suplicacion de las islas de Canaria, Tenerife, y la Palma, y desseando su cõseruacion y aumento, y que tuuiessen salida los frutos q[ue] en ellas se cogen, les dio licẽcia y permision, para que los pudiessen auegar a las Indias en cõserua de las flotas, y en nauios que saliessen de dichas islas",España,VE/206/78,1612,Monographs,comercio
1921," Por Miguel de Manchola Administrador general de la renta de los diezmos de la mar. Con Los señores Fiscales del Conseio, y Cōtaduria mayor de Hazienda, y Cuentas","Manchola, Miguel de",PORCONES/128(12),1610,Monographs,comercio
1922," Discurso breue hecho por el licenciado Alonso de Cianca, juez que ha sido de su Magestad, en que se muestra, y dà a entender la causa que enflaquecido el comercio de las flotas de Nueuaespaña, y tierra firme de algunos años a esta parte, y en que se propone el remedio que este daño puede tener [Texto impreso]","Cianca, Alonso de",R/17270(39),1610,Monographs,comercio
1923," Por Don Diego Hurtado de Mendoça Vizconde de la Corzana, como marido y conjunta persona de doña Maria Ruiz de Vergara. En el pleyto con el Licẽciado Manuel Mendez de Castro, como marido de D. Leonor de los Reyes. Sobre la pretension del derecho que dize tener a las casas de don Agustin Fiesco","Hurtado de Mendoza, Diego Conde de La Corzana 1571-1639",PORCONES/508&lt;1&gt;(8),1609,Monographs,comercio
1924," Por Iorge Rodriguez Solis, en el pleyto con El señor Fiscal : El Doctor Castañeda juez de comissio[n] dado por su Magestad, condenò a Iorge Rodriguez Solis, el qual apelò de su sente[n]cia ... Fue condenado el dicho Iorge ... como hombre obligado a dar fianças ... no teniendo tal obligacion, y en ser por ella demandado y condenado ... como fiador de Iuan Rodriguez Cotiño","Rodríguez Solís, Jorge",PORCONES/421(23),1609,Monographs,comercio
1925," Punto quarto tocante a la formacion del comercio general, nabal, y terrestre, y a su vso, practica, y execucion; y si los Reyes en razon de estado pueden compeler a que se comercie en sus Reynos",NA,VE/182/87,1609,Monographs,comercio
1926," Este memorial me mandò el Conde de Lemos que hiziesse, que es la resolucion destas materias, y de todos los mas que le tengo dado a su Excelencia, para que se diesse a su Magestad, y mandasse que se hiziesse vna junta de todo lo contenido en el, para que alli en ella se assentasse lo que mas conuenga al seruicio de su Magestad","Baeza, Pedro de",R/14034(5),1609,Monographs,comercio
1927," El Licenciado Don Diego de Villaueta Castro y Ramirez, que por decreto de su Magestad, y mandado de los señores de su Real Cõsejo de Indias, ha assistido con el señor Fiscal del, à la defensa del pleyto, que trata con Iorge, y Francisco de Reynoso, vezinos de Seuilla, y Mexico. Con los susodichos","Villaveta Castro y Ramírez, Diego",PORCONES/1461/14,1608,Monographs,comercio
1928," Por Carlos Strata, Cavallero de la Orden de Santiago, y Comendador que fue de las casas de Toledo. Con Cesar Spinola. Sobre el principal y reditos de 483[mil]841. marauedis de renta de juros","Strata, Carlos",PORCONES/1457/13,1608,Monographs,comercio
1929," Por Hilario Dulac vezino desta Ciudad. Con Antonio de Valencia, vezino y Regidor de Zamora. Pretension de Hilario Dulac","Dulac, Hilario",PORCONES/1473/16,1608,Monographs,comercio
1930," Por los herederos de Pablo Xerquies, obligados del abasto de la nieue desta villa. Con La ciudad de Segouia",Segovia Ayuntamiento demandado,PORCONES/559(23),1608,Monographs,comercio
1931, Copias de Reales Cédulas sobre permisión y prohibición a los extranjeros de pasar a Indias y comerciar en ellas [Manuscrito],España Rey (1556-1598: Felipe II),MSS.MICRO/16370,1608,Manuscripts and Personal Archives,comercio
1933," Pedro de Baeza vezino desta Villa de Madrid. Digo, q[ue] por V. Excel. me ma[n]dar hacer este Memorial y discurso de las Indias Orientales, y de las Islas del Maluco, y demas partes de la mar del Sur, y la Orden y manera que se tenia en el traer las especerias antiguamente a Europa, y demas partes della","Baeza, Pedro de",R/14034(3),1608,Monographs,comercio
