,Title,Author,Call_Number,Year,Type,Subject
97, Programa de un curso de física y nociones de química [Texto impreso],"González Valledor y Sanz, Venancio m. 1867",1/8807,1857,Monographs,química
98, Manual de física y nociones de química [Texto impreso],"Fernández de Figares, Manuel 1825–1888",1/37811,1857,Monographs,química
99, Nociones de química inorgánica y orgánica [Texto impreso] : necesarias para el mejor conocimiento de las primeras materias que se emplean en la construcción de los efectos del   material de guerra,"Tamarit, Emilio de",1/25905,1858,Monographs,química
100, Tratado de química-analítica [Texto impreso],"Rodríguez Bustillo, Juan Antonio",4/210700,1858,Monographs,química
101," Curso de física y química en definiciones : preparatorio para el grado de Bachiller, en los institutos de segunda enseñanza or D. M. Ramos [Texto impreso]","Ramos y Lafuente, M.",1/39168,1858,Monographs,química
102," Catálogo y precios de los instrumentos de física, química y geodesia que se hallan en el establecimiento de óptica de Antolín Ortega [Texto impreso]",NA,VC/2683/11,1859,Monographs,química
103," Discurso leído ante el claustro de la Universidad Central en el acto de recibir la investidura de Doctor en Medicina el Licenciado en la propia facultad, D. José Oriol Navarra y Lines [Texto impreso]","Navarra y Lines, José Oriol",VC/468/14,1859,Monographs,química
104, Manual de química divertida [Texto impreso] : ó sea recreaciones químicas,"Vélez de Paredes, Eduardo",2/83627,1860,Monographs,química
105," Discurso pronunciado ante el Claustro de la Universidad Central por Don Alfonso del Busto y López, en el acto solemne de recibir la investidura de Doctor en la misma Facultad [Texto impreso]","Busto y López, Alfonso del",VC/499/77,1860,Monographs,química
106, Estudios químicos sobre el aire atmosférico de Madrid [Texto impreso],"Torres Muñoz de Luna, Ramón 1822-1890",VC/47/22,1860,Monographs,química
107, Lecciones de química industrial inorgánica [Texto impreso],"Manjarrés y Bofarull, Ramón de 1827-1918",1/79260,1860,Monographs,química
108," Discursos leídos ante el claustro de la Universidad de Granada en el acto solemne de la recepción del catedrático numerario Doctor Federico Trémols y Borrell, el día 15 de diciembre de 1861 [Texto impreso]","Trémols y Borrell, Federico 1831-1900",VC/153/31,1861,Monographs,química
109, Discursos leídos ante el Claustro de la Universidad de Barcelona en el acto solemne de la recepción del catedrático de Farmacia Químico-Orgánica D. Julián Casaña y Leonardo... el día 16 de Junio de 1861,"Casaña y Leonardo, Julián 1833-1911",VC/901/44,1861,Monographs,química
110, Memoria sobre los adelantos hechos por varias industrias químicas,"Bonet y Bonfill, Magín 1818-1894",1/3764,1861,Monographs,química
111, Memoria sobre los adelantos hechos por varias industrias químicas [Texto impreso],"Bonet y Bonfill, Magín 1818-1894",VE/806/26,1861,Monographs,química
112," Organización de la química en los siglos XVII y XVIII, según los principios de Becker y Stahl, y qué influencia tuvo aquella organización en los progresos de la farmacia [Texto impreso] : discurso leído en la Universidad Central en el solemne acto de recibir la investidura de Doctor en la Facultad de Farmacia","Pontes y Rosales, José de 1838-1907",VC/499/19,1861,Monographs,química
113, Manual de Física y nociones de Química [Texto impreso],"Fernández de Figares, Manuel 1825–1888",4/147596,1861,Monographs,química
114, Programa de un curso de física y química [Texto impreso],"Ramos y Lafuente, M.",3/6314,1863,Monographs,química
115, Oración inaugural que en la apertura de curso de 1863 a 1864 pronunció... en la Universidad de Valencia [Texto impreso],"Monserrat Riutort, José 1814-1881",VC/8728/27,1863,Monographs,química
116," Elementos de física y química [Texto impreso] : obra escrita para el estudio de ambas ciencias en los institutos de segunda enseñanza, escuelas profesionales y seminarios conciliares","Ramos y Lafuente, M.",1/243133,1864,Monographs,química
117, Tratado práctico de fotografía o sea Química fotográfica [Texto impreso],"Barreswil, Charles-Louis 1817-1870",BA/25928,1864,Monographs,química
118, Exposición y examen crítico de las diversas teorías generales sobre la composición racional de los cuerpos orgánicos [Texto impreso] : discurso leído en la Universidad Central,"Iñiguez y Villanueva, Francisco",VC/493/122,1864,Monographs,química
119," Discurso pronunciado en la Universidad Central por Pedro Fúster y Galbis, en el acto solemne de recibir la investidura de Doctor en la Facultad de Ciencias [Texto impreso]","Fuster y Galbis, Pedro 1840-1905",VC/465/54,1864,Monographs,química
120," Prontuario de química general [Texto impreso] : para complemento de la instrucción preparatoria en los institutos de 2ª enseñanza, seminarios y colegios","Torres Muñoz de Luna, Ramón 1822-1890",1/41144,1865,Monographs,química
121, Resumen de física y nociones de química [Texto impreso],"Santos Castro, Fernando de",1/42483,1865,Monographs,química
122, Programa de física y química para los alumnos de Segunda Enseñanza del Instituto de S. Isidro de Madrid,"Santisteban, Mariano",VC/2510/29(1),1865,Monographs,química
123," Compendio de filosofía química o de química general, experimental y razonada [Texto impreso]. Primera parte, Leyes que rigen las propiedades físicas","Robin, Edouard",1/22402,1865,Monographs,química
124," Elementos de química general dispuestos para el estudio de esta ciencia en las facultades de medicina, farmacia y ciencias [Texto impreso]","Ramos y Lafuente, M.",1/42502,1865,Monographs,química
125, Catálogo de los instrumentos de física y química que existen en los respectivos gabinetes del Instituto de San Isidro de Madrid [Texto impreso],NA,1/47908,1866,Monographs,química
126, Importancia de los carbonatos alcalinos y de los álcalis caústicos en la química aplicada a la farmacia : discurso leído ante el Claustro de la Universidad Central por Don José Casasa y Xarrié,"Casasa y Xarrié, José",VC/493/94,1866,Monographs,química
127, Compendio de física y nociones de química [Texto impreso],"Rementería y Landeta, Mariano de",3/179705,1867,Monographs,química
128, La Química usual [Texto impreso] : aplicada a la agricultura y a las artes,"Stöckhardt, Julius Adolf",3/161289,1867,Monographs,química
129, Anales de química [Texto impreso] : monitor de química y farmacia de las ciencias auxiliares,Anales de química (Madrid. 1867),D/6533,1867,Newspapers/Magazines,química
130, Tratado elemental de química analítica : precedido de algunas ideas sobre filosofía química : lecciones esplicadas [sic] en la Escuela Especial de Minas,"Peñuelas y Fornesa, Lino 1830-1878",1/5554,1867,Monographs,química
131, Discurso leido en la Universidad Central [Texto impreso],"Garagarza y Dugiols, Fausto 1833-1905",VC/461/26,1867,Monographs,química
132," Manual de química general, con aplicación a la industria y con especialidad a la agricultura [Texto impreso]","Casares, Antonio 1812-1888",2/83153,1867,Monographs,química
133," Anales de química y farmacia, física e historia natural",NA,D/6533,1868,Newspapers/Magazines,química
134," Problemas de física y química que el catedrático Don Mariano Santisteban ha propuesto para su resolución, a los alumnos matriculados en dicha asignatura en el Instituto de S. Isidro de Madrid, en el curso de 1867 a 1868 [Texto impreso]","Santisteban, Mariano",4/216677(1),1868,Monographs,química
135," Discursos leídos ante la Academia de Ciencias Exactas, Físicas y Naturales en la recepción del Sr. D. Luis de la Escosura el día 4 de julio de 1869 [Texto impreso]","Escosura y Morrogh, Luis de la 1821-1904",VC/883/7,1869,Monographs,química
136, Problemas de física y química propuestos para su resolución a los alumnos del Instituto de San Isidro por el catedrático Don Mariano Santisteban en el curso de 1868 a 1869 [Texto impreso],"Santisteban, Mariano",4/216677(2),1869,Monographs,química
137," Oración inaugural leída por el doctor D. Bonifacio Velasco y Pano... en el acto solemne de la apertura del curso de 1870 á 1871, en la Universidad de Granada : [tema, los diversos sistemas de enseñanza que se han seguido para el estudio de la química] [Texto impreso]","Velasco y Pano, Bonifacio 1838-1878",VC/504/11,1870,Monographs,química
138, Estudios de filosofía natural [Texto impreso] : total organización de la materia,"Serrano Fatigati, Enrique 1845-1918",VC/174/28,1870,Monographs,química
139, Introducción a la química moderna : resumen de las obras y de los trabajos recientes de los químicos franceses y alemanes,"Brélaz, G.",1/43921,1871,Monographs,química
140, Compendio de elementos de fisica y de nociones de química inorgánica [Texto impreso] : para uso de los Institutos de Segunda Enseñanza,"Bonet y Bonfill, Francisco 1815-1889",1/25181,1871,Monographs,química
141, Apuntes de Farmacia Químico-Orgánica [Texto impreso] : arreglados a las lecciones que de esta asignatura da en la Facultad de Madrid el Doctor D. Santiago de Olózaga,"Marin y Sancho, Francisco",1/27642,1871,Monographs,química
142, Extracto de la química orgánica [Texto impreso],"Puerta, Gabriel de la 1839-1908",1/7160,1871,Monographs,química
143, Aplicaciones que permite hacer a la fisiología y a la terapéutica el estado actual de la química orgánica [Texto impreso],"Lebredo, Joaquín G.",1/66966,1871,Monographs,química
144, Tratado de química orgánica aplicada a la farmacia y a la medicina [Texto impreso],"Velasco y Pano, Bonifacio 1838-1878",DGMICRO/21283,1872,Monographs,química
145," Lecciones elementales de química general : para uso de los alumnos de ciencias, medicina, farmacia, ingenieros industriales, agrónomos","Torres Muñoz de Luna, Ramón 1822-1890",1/28961,1872,Monographs,química
146, Lecciones de química [Texto impreso] : extractadas y arregladas al programa que rige en las oposiciones para el ingreso en el Cuerpo de Empleado Periciales de Aduanas,"Rodríguez y García, Nicolás",VC/2063/30,1872,Monographs,química
147," Compendio de química inorgánica general y aplicada a las ciencias médicas, seguido de unas nociones de química orgánica","Olmedilla y Puig, Joaquín 1842-1912",1/26665,1872,Monographs,química
148, Lecciones de química [Texto impreso] : extractadas y arregladas al programa que rige en las oposiciones para el ingreso en el Cuerpo de Empleados Periciales de Aduanas,NA,1/42454,1872,Monographs,química
149, Extracto de las lecciones explicadas por el D. Vicente Munner y Valls en la Cátedra de Análisis Químico de aplicación a las ciencias médicas instalada por la Excma. Diputacion provincial de Barcelona,NA,2/11680,1873,Monographs,química
150, Lecciones de química inorgánica : para uso de los alumnos de segunda enseñanza,"Alcolea y Tejera, José m. 1899",1/44335,1873,Monographs,química
151, Lecciones sobre los métodos generales de síntesis en Química orgánica [Texto impreso] : explicadas en el Colegio de Francia,"Berthelot, Marcellin 1827-1907",1/29166,1873,Monographs,química
152, Manual de física y química [Texto impreso],"Rico y Sinobas, Manuel 1819-1898",1/28317,1873,Monographs,química
153," Compendio de Química legal [Texto impreso] : Guía para la investigacion de los venenos, exámen de las armas de fuego, análisis de las cenizas, alteracion de escritos, de monedas... Con grabados en el texto","Naquet, Alfred",1/28888,1873,Monographs,química
154, Discurso leído en la solemne inauguración del curso académico de 1873 a 1874 en la Universidad de Santiago [Texto impreso],"Garagarza y Dugiols, Fausto 1833-1905",2/31644,1873,Monographs,química
155," Sinopsis de la clasificación y principales caracteres de los ácidos y bases, así orgánicos como inorgánicos, que más comúnmente se encuentran en las operaciones de análisis química [Texto impreso]","Brunet y Talleda, Antonio 1827-1876",12/263900(1),1874,Monographs,química
156, Las teorías de la química,"Soler y Sánchez, José 1840-1908",1/25708,1874,Monographs,química
157, Manual de análisis química aplicada a las ciencias médicas [Texto impreso],"Gómez Pamo, J. R. 1846-1913",1/28619,1874,Monographs,química
158," Tratado elemental de química [Texto impreso] : arreglado al programa oficial de la segunda enseñanza con las principales aplicaciones á las artes, industria, medicina é higiene, adornado con 421 bellos grabados en el texto","Troost, Louis 1825-1911",12/267196,1875,Monographs,química
159, Tratado completo de química general filosófica [Texto impreso],"Botet y Jonullá, Ramón 1828-1898",1/72914,1875,Monographs,química
160, Breve historia de los Gabinetes de Física y Química del Instituto de San Isidro de Madrid [Texto impreso],"Santisteban, Mariano",2/3672,1875,Monographs,química
161, Tratado de química inorgánica teórico y práctico : aplicado a la medicina y especialmente a la farmacia con gran número de figuras en el texto,"Saez y Palacios, Rafael",1/28534,1875,Monographs,química
